target_time,submercado,horizon,pred_gross,pld_brl_mwh,temperature,radiation,weekday,feriado_nacional,carnaval,corpus_christi,emenda,vespera_feriado,pos_feriado,frac_pop_feriado_estadual
2026-09-18 11:00:00-03:00,S,1,15744.588604951332,57.31,17.545604395604396,609.4230769230769,4,0,0,0,0,0,0,0.0
2026-09-18 11:00:00-03:00,S,7,15546.154991807847,57.31,15.573626373626375,615.0082417582418,4,0,0,0,0,0,0,0.0
2026-09-18 11:00:00-03:00,SECO,1,49651.18399914912,57.31,22.57879688080208,621.2918678054215,4,0,0,0,0,0,0,0.0
2026-09-18 11:00:00-03:00,SECO,7,50630.157846823065,57.31,22.103936130709247,603.0516152989231,4,0,0,0,0,0,0,0.0
2026-09-18 12:00:00-03:00,N,1,10701.607660283342,57.31,33.28720720720721,939.3981981981982,4,0,0,0,0,0,0,0.0
2026-09-18 12:00:00-03:00,N,7,10714.327045812275,57.31,32.82306306306307,901.7567567567568,4,0,0,0,0,0,0,0.0
2026-09-18 12:00:00-03:00,NE,1,15457.945770495906,57.31,28.7543961352657,846.312077294686,4,0,0,0,0,0,0,0.0
2026-09-18 12:00:00-03:00,NE,7,15141.121739698574,57.31,28.82386473429952,884.7014492753623,4,0,0,0,0,0,0,0.0
2026-09-18 12:00:00-03:00,S,1,14585.53861308391,57.31,18.765384615384612,631.151098901099,4,0,0,0,0,0,0,0.0
2026-09-18 12:00:00-03:00,S,7,14498.52909575958,57.31,17.071978021978023,632.0,4,0,0,0,0,0,0,0.0
2026-09-18 12:00:00-03:00,SECO,1,49382.82946393522,57.31,23.479725213516524,549.4823616784255,4,0,0,0,0,0,0,0.0
2026-09-18 12:00:00-03:00,SECO,7,50260.97750265686,57.31,23.160824359450427,605.0048273301151,4,0,0,0,0,0,0,0.0
2026-09-18 13:00:00-03:00,N,1,11050.87540761749,57.31,34.34198198198199,883.3405405405406,4,0,0,0,0,0,0,0.0
2026-09-18 13:00:00-03:00,N,7,11070.219842931505,57.31,33.79927927927928,860.7045045045046,4,0,0,0,0,0,0,0.0
2026-09-18 13:00:00-03:00,NE,1,15600.013853572762,57.31,28.795265700483093,766.7304347826087,4,0,0,0,0,0,0,0.0
2026-09-18 13:00:00-03:00,NE,7,15174.200039451933,57.31,28.848985507246372,772.6154589371981,4,0,0,0,0,0,0,0.0
2026-09-18 13:00:00-03:00,S,1,15219.141995656732,57.31,19.58626373626373,547.9862637362637,4,0,0,0,0,0,0,0.0
2026-09-18 13:00:00-03:00,S,7,15177.461520583662,57.31,18.518956043956045,594.8846153846155,4,0,0,0,0,0,0,0.0
2026-09-18 13:00:00-03:00,SECO,1,49541.107582626944,57.31,23.984775343483104,541.7378388414407,4,0,0,0,0,0,0,0.0
2026-09-18 13:00:00-03:00,SECO,7,51001.873137988456,57.31,24.099888600074262,558.3735610842926,4,0,0,0,0,0,0,0.0
